"run_label","action_identity","source_event","command_pre_step_tick","command_post_step_tick","command_pre_step_time_s","measured_response_tick","command_post_step_time_s","nominal_selected_joint_deg","nominal_wheel_rad_s","measured_response_status","available_response_sample_tick","available_response_sample","entry_observation_tick","entry_physical_state","successor_start_tick","continuation_condition_or_wait_reason","source_path","source_line","evidence_pointer","physical_source_path","sample_limit","selected_joint_array_order","leg_and_wheel_array_order","endpoint_time_s","successor_time_s","successor_source_line","measured_event_time_s","terminal_tick","terminal_phase","completion_values","nominal_rr_carry","summary_source","physical_task_success","independent_final_evaluator","owner_observation_tick","decision_end_tick","owner_source_ticks","last_observed_wait_tick","observed_decision_snapshots","TOP_diagnostic_decision_line","TOP_diagnostic_reported_at_decision_end_tick","TOP_diagnostic","TOP_classification_at_command_tick","actual_native_wheel_target_rad_s","terminal_physical_sample_tick","terminal_physical_sample","RR_front_advance_to_terminal_m"
"A_FSM","RR_TOP_LOADED","TOP_LOADED",,,,7579,,,,"Original A latch event, not identical to new I/Q/current-valid semantics",,,,,,"persistent exact wheel/obstacle pair plus top geometry","C:\robotics_sim\wlr_robot\fsm_50mm_recording_shaped_clean_v1\runs\trial_043_20260902_clean_v010\leg_crossing_events.jsonl",9,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,63.15833333333333,,,,,,,,,,,,,,,,,,,,
"B0_BEFORE","FL_open_space","Recorded nominal dispatch; source order from audited before evidence",5160,5161,43,,43.00833333333333,"[37.6,45.9,6.9,0,0]","[0.3,0.3,0.3,0.3]","exact physical response onset not established",5169,"{""physics_tick"":5169,""physical_source_line"":5170,""body_origin_world_m"":[0.6139652132987976,-0.01259421557188034,0.08977207541465759],""com_world_m"":[0.5941729864654474,-0.13028259430729874,0.16252855186678483],""com_valid"":true,""actual_selected_joint_deg"":[26.190657352240656,46.11368285967755,7.7337192102433665,0.11757007389583934,-0.08031400665521143],""legs_contact"":[""AIR"",""OBSTACLE"",""GROUND"",""GROUND""],""legs_ground_force_n"":[0,0,13.645589828491334,2.8208808898926034],""legs_obstacle_force_n"":[0,11.372590065002454,0,0],""legs_ground_pair_verified"":[true,true,true,true],""legs_obstacle_pair_verified"":[true,true,true,true],""RR_wheel_center_world_m"":[0.3032425343990326,-0.32906341552734375,0.04894467815756798],""RR_clearance_m"":-0.05092595123763009}",5160,"{""physics_tick"":5160,""physical_source_line"":5161,""body_origin_world_m"":[0.6135412454605103,-0.012794457376003265,0.09104172140359879],""com_world_m"":[0.5932237445363151,-0.13079528412469607,0.1621838548943216],""com_valid"":true,""actual_selected_joint_deg"":[22.800721769042024,46.10623112329307,7.510796349886137,0.4868563909666113,-0.19220723285541813],""legs_contact"":[""OBSTACLE"",""OBSTACLE"",""GROUND"",""GROUND""],""legs_ground_force_n"":[0,0,8.034895896911694,7.515640258789131],""legs_obstacle_force_n"":[6.463122844696109,6.689085006713868,0,0],""legs_ground_pair_verified"":[true,true,true,true],""legs_obstacle_pair_verified"":[true,true,true,true],""RR_wheel_center_world_m"":[0.3023277819156647,-0.3291533887386322,0.04891302436590195],""RR_clearance_m"":-0.05092924746865264}",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\native_tick_audit.jsonl",5161,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_timing_task_priority_v1\rear_sequence_before_source_evidence.json#/B0_selected_nominal_events/1","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\physical_observations.jsonl","Explicit nearest retained pre/after samples; not onset or same-tick fill. Body motion is not leg loading.","[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,,,,,,,,
"B0_BEFORE","RL_transfer","Recorded nominal dispatch; source order from audited before evidence",5168,5169,43.06666666666667,,43.075,"[37.6,45.9,14.3,0,0]","[0.3,0.3,0.3,0.3]","exact physical response onset not established",5169,"{""physics_tick"":5169,""physical_source_line"":5170,""body_origin_world_m"":[0.6139652132987976,-0.01259421557188034,0.08977207541465759],""com_world_m"":[0.5941729864654474,-0.13028259430729874,0.16252855186678483],""com_valid"":true,""actual_selected_joint_deg"":[26.190657352240656,46.11368285967755,7.7337192102433665,0.11757007389583934,-0.08031400665521143],""legs_contact"":[""AIR"",""OBSTACLE"",""GROUND"",""GROUND""],""legs_ground_force_n"":[0,0,13.645589828491334,2.8208808898926034],""legs_obstacle_force_n"":[0,11.372590065002454,0,0],""legs_ground_pair_verified"":[true,true,true,true],""legs_obstacle_pair_verified"":[true,true,true,true],""RR_wheel_center_world_m"":[0.3032425343990326,-0.32906341552734375,0.04894467815756798],""RR_clearance_m"":-0.05092595123763009}",5160,"{""physics_tick"":5160,""physical_source_line"":5161,""body_origin_world_m"":[0.6135412454605103,-0.012794457376003265,0.09104172140359879],""com_world_m"":[0.5932237445363151,-0.13079528412469607,0.1621838548943216],""com_valid"":true,""actual_selected_joint_deg"":[22.800721769042024,46.10623112329307,7.510796349886137,0.4868563909666113,-0.19220723285541813],""legs_contact"":[""OBSTACLE"",""OBSTACLE"",""GROUND"",""GROUND""],""legs_ground_force_n"":[0,0,8.034895896911694,7.515640258789131],""legs_obstacle_force_n"":[6.463122844696109,6.689085006713868,0,0],""legs_ground_pair_verified"":[true,true,true,true],""legs_obstacle_pair_verified"":[true,true,true,true],""RR_wheel_center_world_m"":[0.3023277819156647,-0.3291533887386322,0.04891302436590195],""RR_clearance_m"":-0.05092924746865264}",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\native_tick_audit.jsonl",5169,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_timing_task_priority_v1\rear_sequence_before_source_evidence.json#/B0_selected_nominal_events/2","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\physical_observations.jsonl","Explicit nearest retained pre/after samples; not onset or same-tick fill. Body motion is not leg loading.","[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,,,,,,,,
"B0_BEFORE","RR_swing_start","Recorded nominal dispatch; source order from audited before evidence",5176,5177,43.13333333333333,,43.141666666666666,"[46.1,45.9,18.5,1.6,0]","[0.3,0.3,0.3,0.3]","exact physical response onset not established",5177,"{""physics_tick"":5177,""physical_source_line"":5178,""body_origin_world_m"":[0.6177771687507629,-0.01202574372291565,0.08559798449277878],""com_world_m"":[0.5975298293613757,-0.12852653326334176,0.16227191467785412],""com_valid"":true,""actual_selected_joint_deg"":[31.593850957455786,45.80295364867158,10.199910128011858,0.308936419750979,0.12458109632619213],""legs_contact"":[""AIR"",""OBSTACLE"",""GROUND"",""GROUND""],""legs_ground_force_n"":[0,0,14.333722114563118,2.23408842086794],""legs_obstacle_force_n"":[0,11.466496467590607,0,0],""legs_ground_pair_verified"":[true,true,true,true],""legs_obstacle_pair_verified"":[true,true,true,true],""RR_wheel_center_world_m"":[0.30568745732307434,-0.32862207293510437,0.0487513430416584],""RR_clearance_m"":-0.051088049727981075}",5169,"{""physics_tick"":5169,""physical_source_line"":5170,""body_origin_world_m"":[0.6139652132987976,-0.01259421557188034,0.08977207541465759],""com_world_m"":[0.5941729864654474,-0.13028259430729874,0.16252855186678483],""com_valid"":true,""actual_selected_joint_deg"":[26.190657352240656,46.11368285967755,7.7337192102433665,0.11757007389583934,-0.08031400665521143],""legs_contact"":[""AIR"",""OBSTACLE"",""GROUND"",""GROUND""],""legs_ground_force_n"":[0,0,13.645589828491334,2.8208808898926034],""legs_obstacle_force_n"":[0,11.372590065002454,0,0],""legs_ground_pair_verified"":[true,true,true,true],""legs_obstacle_pair_verified"":[true,true,true,true],""RR_wheel_center_world_m"":[0.3032425343990326,-0.32906341552734375,0.04894467815756798],""RR_clearance_m"":-0.05092595123763009}",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\native_tick_audit.jsonl",5177,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_timing_task_priority_v1\rear_sequence_before_source_evidence.json#/B0_selected_nominal_events/3","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\physical_observations.jsonl","Explicit nearest retained pre/after samples; not onset or same-tick fill. Body motion is not leg loading.","[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,,,,,,,,
"B0_BEFORE","FR_knee_and_wheel_atomic","Recorded nominal dispatch; source order from audited before evidence",5200,5201,43.333333333333336,,43.34166666666667,"[49.2,31.1,24.9,23.8,0]","[0.11190892277261917,-0.63,0.11190892277261917,0.11190892277261917]","exact physical response onset not established",5201,"{""physics_tick"":5201,""physical_source_line"":5202,""body_origin_world_m"":[0.6460410952568054,-0.01650480180978775,0.06765181571245193],""com_world_m"":[0.6184609975017431,-0.1297584674365665,0.15710288386592966],""com_valid"":true,""actual_selected_joint_deg"":[46.61763750865339,45.1136270519718,21.352181533106148,9.935563144174065,0.08425341164050884],""legs_contact"":[""AIR"",""OBSTACLE"",""GROUND"",""AIR""],""legs_ground_force_n"":[0,0,17.07290458679215,0],""legs_obstacle_force_n"":[0,13.765561672593295,0,0],""legs_ground_pair_verified"":[true,true,true,true],""legs_obstacle_pair_verified"":[true,true,true,true],""RR_wheel_center_world_m"":[0.3061765134334564,-0.32767075300216675,0.05160073935985565],""RR_clearance_m"":-0.04809253329207299}",5177,"{""physics_tick"":5177,""physical_source_line"":5178,""body_origin_world_m"":[0.6177771687507629,-0.01202574372291565,0.08559798449277878],""com_world_m"":[0.5975298293613757,-0.12852653326334176,0.16227191467785412],""com_valid"":true,""actual_selected_joint_deg"":[31.593850957455786,45.80295364867158,10.199910128011858,0.308936419750979,0.12458109632619213],""legs_contact"":[""AIR"",""OBSTACLE"",""GROUND"",""GROUND""],""legs_ground_force_n"":[0,0,14.333722114563118,2.23408842086794],""legs_obstacle_force_n"":[0,11.466496467590607,0,0],""legs_ground_pair_verified"":[true,true,true,true],""legs_obstacle_pair_verified"":[true,true,true,true],""RR_wheel_center_world_m"":[0.30568745732307434,-0.32862207293510437,0.0487513430416584],""RR_clearance_m"":-0.051088049727981075}",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\native_tick_audit.jsonl",5201,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_timing_task_priority_v1\rear_sequence_before_source_evidence.json#/B0_selected_nominal_events/4","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\physical_observations.jsonl","Explicit nearest retained pre/after samples; not onset or same-tick fill. Body motion is not leg loading.","[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,,,,,,,,
"B0_BEFORE","authored_four_wheel_stop_not_fully_owned","Recorded nominal dispatch; source order from audited before evidence",5320,5321,44.333333333333336,,44.34166666666667,"[49.2,31.1,31.199999999999996,41.8,-37.8]","[0.1235193115284175,0,0.1235193115284175,0.1235193115284175]","exact physical response onset not established",,,5217,"{""physics_tick"":5217,""physical_source_line"":5218,""body_origin_world_m"":[0.6616901755332947,-0.01987294852733612,0.0716324970126152],""com_world_m"":[0.6246905407261304,-0.1377042759641674,0.15860748199639396],""com_valid"":true,""actual_selected_joint_deg"":[49.95467669182486,36.594099873783115,26.869393193683592,23.193349643951507,-0.1739681198113982],""legs_contact"":[""AIR"",""OBSTACLE"",""GROUND"",""GROUND""],""legs_ground_force_n"":[0,0,12.231801986694446,7.318559646606511],""legs_obstacle_force_n"":[0,10.819287300110027,0,0],""legs_ground_pair_verified"":[true,true,true,true],""legs_obstacle_pair_verified"":[true,true,true,true],""RR_wheel_center_world_m"":[0.296347975730896,-0.3292243778705597,0.04942876845598221],""RR_clearance_m"":-0.05044318306706936}",,"FR wheel zero, other wheels nonzero: source explicit four-wheel stop lost ownership","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\native_tick_audit.jsonl",5321,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_timing_task_priority_v1\rear_sequence_before_source_evidence.json#/B0_selected_nominal_events/6","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\physical_observations.jsonl","Explicit nearest retained pre/after samples; not onset or same-tick fill. Body motion is not leg loading.","[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,,,,,,,,
"B0_BEFORE","RR_whole_body_initial_clearance","whole_body_initial_clearance",,,,5205,,,,"Recorded evaluator event at actual physical tick",,,,,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\stage_transition_evidence.jsonl",18,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,43.375,,,,,,,,,,,,,,,,,,,,
"B0_BEFORE","RR_whole_body_initial_clearance","whole_body_initial_clearance",,,,5485,,,,"Recorded evaluator event at actual physical tick",,,,,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\stage_transition_evidence.jsonl",19,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,45.708333333333336,,,,,,,,,,,,,,,,,,,,
"B0_BEFORE","RR_qualified_measured_upward_lift","qualified_measured_upward_lift",,,,5508,,,,"Recorded evaluator event at actual physical tick",,,,,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\stage_transition_evidence.jsonl",20,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,45.9,,,,,,,,,,,,,,,,,,,,
"B0_BEFORE","RR_qualification_revoked_ground_before_cross","qualification_revoked_ground_before_cross",,,,6342,,,,"Recorded evaluator event at actual physical tick",,,,,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\stage_transition_evidence.jsonl",21,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,52.85,,,,,,,,,,,,,,,,,,,,
"B0_BEFORE","RR_current_lift_revoked_ground","current_lift_revoked_ground",,,,6342,,,,"Recorded evaluator event at actual physical tick",,,,,,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\stage_transition_evidence.jsonl",21,,,,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,52.85,,,,,,,,,,,,,,,,,,,,
"B0_BEFORE","RR_sequence_terminal_or_not_reached",,,,,,,,,"exact physical response onset not established",8860,"{""episode_physics_tick"":8860,""source_lines"":[8861,8860,1108],""semantic_endpoint_observation_tick"":8860,""calibrated_body_rpy_rad"":[0.020561578065646957,-0.11448838846040638,-0.25622642754825853],""com_position_world_m"":[0.6912622607307517,-0.17712440682472022,0.16307735925051187],""com_valid"":true,""RR_front_distance_derived_m"":-0.049679663349870395,""RR_top_clearance_derived_m"":-0.05035459889575462,""legs_contact_surface"":[""TOP"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[true,true,false,false],""legs_support"":[true,true,false,true],""legs_bearing_force_n"":[13.769339561462402,0.6709302067756653,0,14.313668251037598],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0.4788679572249166,0.02333350674700267,0,0.4977985360280807],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":-18.25262542603444,""FR_knee_actual_deg"":30.985824716096474,""RL_hip_actual_deg"":14.103042219783154,""RR_hip_actual_deg"":-7.654154723468072,""RR_knee_actual_deg"":-29.1711770425193}",,,,"INCOMPLETE_CONTROLLER_BLOCKED","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\video_policy_decisions.jsonl",1108,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\source\physical_observations.jsonl",,"[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,8860,"P09","{""placed_RR"":0.2630605891377268}","{""source_joint_owners_continued"":true,""added_rolling_suggestion"":false,""reason"":""no_extra_wall_push_source_and_residual_adjustment_continue"",""fixed_lift_timer_gate"":false,""above_top_15mm_action_gate"":false}","C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\outputs\ppo_timing_task_priority_v1\old_b0_extractor_fixture_v2.summary.json",false,"{""physics_tick"":8860,""source"":""C:\\robotics_sim\\wlr_robot\\fsm_base_on_recording_ppo_phase_v1\\runs\\ppo_fsm_reference_p09_stable_v2\\video_eval\\prior_B\\20260914T0422580971667Z_g4b2c038887c4_52ea704dca9c4cd19b12df41e9897e8d\\source\\semantic_video_source_manifest.json#/physical_episode/physical_task_evaluation"",""RR_current_lift_valid"":false,""RR_C"":false,""RR_P"":false,""termination_reason"":null,""termination_source"":null}",,,,,,,,,,,,,
"B_TIMING1_AFTER","FL_P07","Actual native nominal dispatch; no action onset inferred from semantic stage alone",5160,5161,43,,43.00833333333333,"[37.6,45.9,6.9,0,0]","[0.3,0.3,0.3,0.3]","exact physical response onset not established",5168,"{""episode_physics_tick"":5168,""source_lines"":[5169,5168,646],""semantic_endpoint_observation_tick"":5168,""calibrated_body_rpy_rad"":[-0.04102300228158545,-0.027882504548316405,-0.02128271919397043],""com_position_world_m"":[0.594007966658887,-0.13035877553603847,0.16242132366727868],""com_valid"":true,""RR_front_distance_derived_m"":-0.2181892360942399,""RR_top_clearance_derived_m"":-0.05092519545788415,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,true],""legs_bearing_force_n"":[0,12.829343795776367,15.35607624053955,1.6838270425796509],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.4295168124556134,0.5141099204803709,0.05637326706401571],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":25.552089306357825,""FR_knee_actual_deg"":46.1207555205631,""RL_hip_actual_deg"":7.660487629509783,""RR_hip_actual_deg"":0.12964422084240873,""RR_knee_actual_deg"":-0.08932705491485149}",5160,"{""episode_physics_tick"":5160,""source_lines"":[5161,5160,645],""semantic_endpoint_observation_tick"":5160,""calibrated_body_rpy_rad"":[-0.037759918751510864,-0.030891833370202567,-0.021106935902115726],""com_position_world_m"":[0.5932237445363151,-0.13079528412469607,0.1621838548943216],""com_valid"":true,""RR_front_distance_derived_m"":-0.218984391857866,""RR_top_clearance_derived_m"":-0.05092924746865264,""legs_contact_surface"":[""TOP"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[true,true,false,false],""legs_support"":[true,true,true,true],""legs_bearing_force_n"":[6.463122844696045,6.689085006713867,8.034895896911621,7.5156402587890625],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0.22517438900945919,0.2330468823836761,0.27993476494516056,0.2618439636617041],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":22.800721769042024,""FR_knee_actual_deg"":46.10623112329307,""RL_hip_actual_deg"":7.510796349886137,""RR_hip_actual_deg"":0.4868563909666113,""RR_knee_actual_deg"":-0.19220723285541813}",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\native_tick_audit.jsonl",5161,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\physical_observations.jsonl","Explicit nearest retained pre/after samples; not onset or same-tick fill. Body motion is not leg loading.","[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,,,,,,,,
"B_TIMING1_AFTER","FR_P07","Actual native nominal dispatch; no action onset inferred from semantic stage alone",5200,5201,43.333333333333336,,43.34166666666667,"[49.2,31.1,6.9,0,0]","[0.3,-0.63,0.3,0.3]","exact physical response onset not established",5208,"{""episode_physics_tick"":5208,""source_lines"":[5209,5208,651],""semantic_endpoint_observation_tick"":5208,""calibrated_body_rpy_rad"":[-0.04636357596631507,-0.02573162377950046,-0.021580614381050602],""com_position_world_m"":[0.5995347823856604,-0.1294307112024856,0.16896312169194605],""com_valid"":true,""RR_front_distance_derived_m"":-0.21297186272311563,""RR_top_clearance_derived_m"":-0.050475633464122885,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,true],""legs_bearing_force_n"":[0,10.605359077453613,12.103724479675293,2.907062530517578],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.41401071969089454,0.4725037262928624,0.11348555401624305],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":49.19020776897118,""FR_knee_actual_deg"":43.45624408382777,""RL_hip_actual_deg"":8.022009542278559,""RR_hip_actual_deg"":0.02465898393572946,""RR_knee_actual_deg"":0.14315430167016086}",5200,"{""episode_physics_tick"":5200,""source_lines"":[5201,5200,650],""semantic_endpoint_observation_tick"":5200,""calibrated_body_rpy_rad"":[-0.04531577878789085,-0.025856992039683835,-0.021527980963455293],""com_position_world_m"":[0.5978271252756845,-0.1295869160754447,0.1681861836531096],""com_valid"":true,""RR_front_distance_derived_m"":-0.21442740814853067,""RR_top_clearance_derived_m"":-0.050660830999461726,""legs_contact_surface"":[""NONE"",""TOP"",""NONE"",""NONE""],""legs_top_contact"":[false,true,false,false],""legs_support"":[false,true,true,true],""legs_bearing_force_n"":[0,11.935014724731445,14.290712356567383,2.453608512878418],""legs_bearing_verified"":[true,true,true,true],""legs_load_fraction"":[0,0.4161538082198322,0.4982930064624238,0.08555318531774402],""legs_load_fraction_valid"":[true,true,true,true],""RR_I_initial_lift_observed"":false,""RR_Q_lift_established"":false,""RR_current_lift_valid"":false,""RR_C_front_edge_crossed"":false,""RR_P_placed"":false,""FL_hip_actual_deg"":46.19048430814996,""FR_knee_actual_deg"":46.14172078622046,""RL_hip_actual_deg"":7.878181980057367,""RR_hip_actual_deg"":-0.11970162652541222,""RR_knee_actual_deg"":0.030120160404190965}",,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\native_tick_audit.jsonl",5201,,"C:\robotics_sim\wlr_robot\fsm_base_on_recording_ppo_phase_v1\runs\ppo_fsm_reference_p09_stable_v2\video_eval\prior_B\20260914T2239069664767Z_ga89ba82af061_fa3a7f654dd34828834613adc1162e33\source\physical_observations.jsonl","Explicit nearest retained pre/after samples; not onset or same-tick fill. Body motion is not leg loading.","[""FL_hip"",""FR_knee"",""RL_hip"",""RR_hip"",""RR_knee""]","[""FL"",""FR"",""RL"",""RR""]",,,,,,,,,,,,,,,,,,,,,,,,
